Source,Target,Weight
"person:","person:virat kohli",1
"person:chris gayle","person:mohammad rizwan",4
"person:chris gayle","person:virat kohli",2
"person:chris gayle","place:pakistan",1
"person:imad wasim","place:uae",1
"organization:pakistan cricket board","organization:pcb",1
"organization:odi","place:gaddafi stadium",1
"organization:odi","place:lahore",1
"place:gaddafi stadium","place:pakistan",1
"person:iftikhar ahmed","place:bangladesh",2
"person:iftikhar ahmed","place:pakistan",2
"organization:aussies","organization:odis",3
"organization:aussies","organization:t20i",2
"organization:odis","organization:t20i",5
"organization:odis","person:pak",2
"organization:pcb","other:icc world test championship",3
"other:icc world test championship","place:australia",3
"other:icc world test championship","place:pakistan",3
"organization:pakistan","other:twenty20 world cup semifinal",1
"other:twenty20 world cup semifinal","person:shoaib malik",1
"other:twenty20 world cup semifinal","place:australia",1
"organization:feb-mar","place:australia",1
"organization:australian cricket team","organization:t20",1
"organization:nz and eng","person:pak",1
"organization:nz and eng","place:australia",1
"place:pakistan","place:rawalpindi cricket stadium",1
"place:rawalpindi cricket stadium","place:sri lanka",1
"organization:odi","person:justin",2
"person:justin","place:pakistan",2
"person:virat mr","place:delhi",1
"person:virat mr","place:dubai",1
"place:delhi","place:dubai",1
"organization:odis","organization:t20",6
"organization:odis","organization:pakistan cricket board",2
"person:rambo","person:ramiz raja",1
"person:rambo","place:pakistan",1
"organization:t20 world cup","person:malik",1
"person:cheif excutive","person:nick hockley",1
"person:cheif excutive","place:cricket australia",1
"person:cheif excutive","place:pakistan",1
"organization:the kiwis","organization:world cups",1
"organization:the kiwis","place:england",1
"organization:world cups","place:england",1
"organization:pakistan","person:mark taylor",1
"person:mark taylor","place:pakistan",1
"organization:aussies","organization:pcb",1
"organization:aussies","place:cricket",1
"organization:pcb","place:cricket",1
"place:cricket","place:england",1
"organization:pcb","person:1t20",1
"person:1t20","place:australia",1
"person:1t20","place:pakistan",1
"place:cricket","place:pakistan zindabad",1
"organization:australia men","place:australia",1
"organization:australia men","place:pakistan",1
"organization:wi","organization:windies",1
"organization:wi","person:ramiz raja",1
"organization:windies","person:ramiz raja",1
"organization:pakistan t20","other:world cup",1
"organization:odis","organization:t20 international",1
"organization:t20 international","place:australia",1
"organization:t20 international","place:pakistan",1
"organization:cricket australia","organization:pcb",1
"organization:aussies","place:aussies",1
"organization:odis","place:karachi",3
"organization:odis","place:lahore",3
"organization:australia cricket team","organization:odis",1
"organization:australia cricket team","place:pakistan",1
"other:t20 world cup","person:chaudhry fawad hussain",1
"person:chaudhry fawad hussain","place:india",1
"person:imran khan","person:nawaz sharif",1
"other:pak future tour program","person:pak",1
"other:pak future tour program","place:pakistan",1
"organization:australia","organization:world cups",1
"organization:world cups","other:t20 world cup",1
"organization:world cups","place:pakistan",1
"organization:pakistan cricket team","organization:wc21",1
"organization:wc21","other:t20 world cup",1
"organization:hazelwood","organization:pak",1
"organization:hazelwood","organization:zampa",1
"organization:pak","organization:zampa",1
"organization:zampa","person:pak",1
"other:t20 world cup","place:abu dhabi",3
"organization:icc t20","person:fakhar zaman",1
"organization:icc t20","person:haider ali",1
"person:haider ali","place:pcb",1
"organization:inshallah pakistan cricket team","organization:pakistan cricket",1
"organization:inshallah pakistan cricket team","person:wahab riaz",1
"organization:inshallah pakistan cricket team","place:australia",1
"organization:pakistan cricket","person:wahab riaz",1
"organization:pakistan cricket","organization:scotland",1
"organization:scotland","other:t20 cricket world cup",1
"organization:scotland","place:australia",2
"person:mickle","person:saeed ajmal",1
"person:mickle","place:australia",1
"person:asif","person:babar rizwan",1
"person:asif","person:hafeez",12
"person:asif","place:australia",6
"person:babar rizwan","person:hafeez",1
"person:babar rizwan","person:malik",1
"organization:australia","person:ajmal",2
"organization:australia","person:mike hussey",2
"organization:pakistan","person:akash chopra",1
"organization:pakistan","person:vvs laxman",3
"person:akash chopra","person:vvs laxman",1
"person:national assembly sardar zulifqar ali khan dullah","place:pakistan",1
"place:delhi","place:namibia",2
"person:allah aisay","person:mashaallah",1
"organization:australia","other:allah",14
"organization:england","other:icc t20 world cup",2
"organization:newzealand","place:scotland",1
"other:allah","place:asia",1
"person:masha allah","place:pakistan",1
"person:masha allah","place:pakistan zindabad",1
"place:afghanistan","place:dubai airport",2
"place:dubai airport","place:india",3
"person:babar azam","person:malik",1
"organization:australia","other:t20 world cup semi",1
"organization:england","other:t20 world cup semi",1
"person:samia hassan","person:sania mirza",2
"person:newzeland","place:england",1
"person:newzeland","place:semis",1
"place:england","place:semis",2
"other:icc t20 world cup","other:world cup",1
"other:icc t20 world cup","place:india",1
"person:yahya","place:pakistan",3
"person:shoaib malik","place:scotland",3
"person:malik","place:scotland",2
"person:mathew hayden","person:virat kohli",1
"place:karachi university gulshan e iqbal","place:karachi,muskan",1
"person:rashid khan","place:afghanistan",1
"organization:semi final","organization:wc t20",1
"organization:semi final","place:india",1
"organization:wc t20","place:india",1
"person:pml","place:india",1
"organization:aus","organization:nrr",1
"organization:aus","organization:sa",1
"organization:eng","organization:nrr",1
"organization:nrr","organization:sa",1
"organization:t20","person:chris gayle",1
"organization:t20","person:shahid afridi",1
"person:chris gayle","person:shahid afridi",1
"organization:concongratulations","place:mumbai airport",1
"place:china","place:usa",1
"person:hardwick","place:south africa",1
"person:babar azam","person:insha'allah",1
"person:fakhar","person:insha'allah",1
"person:fakhar zaman","person:insha'allah",1
"place:abu dhabi","place:scotland",3
"place:dubai","place:scotland",4
"organization:afghanistan","place:new zealand",1
"other:t20 world cup","place:🇵🇰",2
"place:india","place:🇵🇰",1
"other:allah","other:sajda e shukr",1
"organization:team india","place:new zealand",1
"organization:team india","person:dravid",1
"organization:team india","person:kohli",1
"organization:team india","person:rohit",1
"organization:team india","place:aus, pak",1
"person:dravid","person:kohli",1
"person:dravid","person:rohit",1
"person:dravid","place:aus, pak",1
"person:kohli","place:aus, pak",1
"person:rohit","place:aus, pak",1
"organization:windies","other:t20 world cup",1
"organization:windies","other:t20 world cup super",1
"other:t20 world cup","other:t20 world cup super",1
"place:india","place:lahore",3
"place:cricket","place:south africa",1
"organization:aus","organization:t20 worldcup",1
"person:saeed ajmal","place:south africa",1
"person:ken williamson","person:tahir umar",1
"person:ken williamson","place:india",1
"person:ken williamson","place:new zealand",1
"person:tahir umar","place:india",1
"person:tahir umar","place:new zealand",1
"organization:southafrica","place:australia",1
"organization:southafrica","place:pakistan",1
"organization:world cup","other:world cup",1
"organization:world cup","person:kane williamson",1
"organization:world cup","place:india",3
"other:world cup","person:kane williamson",1
"person:kane williamson","place:india",1
"organization:australia","person:mathew hyder",1
"organization:pakistan","person:mathew hyder",1
"person:justin langer","person:mathew hyder",1
"organization:england","person:kagiso rabada",1
"organization:australia","organization:icc t20 worldcup",1
"organization:icc t20 worldcup","organization:pakistan",1
"organization:pakistan","person:amir",2
"person:amir","person:babar",3
"person:amir","person:rizwan",3
"person:justin langer","person:saeed ajmal",1
"person:matthew hayden","person:saeed ajmal",1
"person:bowl warner","place:england",1
"organization:afghanistan team","person:virat kohli",1
"organization:afghanistan team","place:new zealand",1
"person:virat kohli","place:new zealand",1
"organization:australia","organization:pakistpakistan",2
"organization:pakistpakistan","other:allah",2
"person:hitler","person:modi",1
"other:world cup","place:england",1
"organization:green shirts","other:allah",1
"other:odi world cup quarter final","other:time to take revenge of world cup final",4
"organization:exo","person:jimin",1
"person:dil dil pakistan","place:australia",1
"organization:austraila","place:pakistan",2
"person:mike hussy","person:sayeed ajmal",1
"person:mike hussy","place:australia",1
"person:sayeed ajmal","place:australia",1
"person:hussey","person:mr cricket",1
"person:mr cricket","place:australia",1
"person:humein abhi bhi yaad","person:michael hussey",1
"person:humein abhi bhi yaad","person:saeed ajmal",1
"person:humein abhi bhi yaad","place:pakistan",1
"organization:afghanistan","organization:newzealand",1
"organization:afghanistan","person:shoaib akhtar",1
"organization:newzealand","person:shoaib akhtar",1
"person:shoaib akhtar","place:india",3
"other:odi world cup quarter final","place:australia",2
"other:odi world cup quarter final","place:pakistan",2
"other:t20 world cup","place:south africa",1
"place:england","place:south africa",4
"organization:south africa","place:england",4
"place:australia","place:japan",1
"place:australia","place:us",1
"place:china","place:india",4
"place:china","place:japan",1
"place:china","place:us",1
"place:india","place:japan",1
"place:india","place:us",2
"place:japan","place:us",1
"organization:australia","person:saeed ajmal",1
"organization:t20 world cup","person:mike",1
"organization:south africa","place:dubai",1
"person:pak","place:t20is",1
"organization:pak","place:nz",5
"organization:t20 worldcup","place:dubai",4
"other:1987 world cup","place:afghanistan",1
"person:saeed ajmal","place:aus",1
"other:t20 world cup","person:kangaroo keema",1
"organization:aus","place:aus",1
"organization:aus","place:south africa",1
"organization:aus","place:uae",4
"place:aus","place:south africa",1
"place:south africa","place:uae",1
"organization:allah pakistan","organization:australia",1
"organization:allah pakistan","place:pakistan",1
"person:pakvsaus","place:t20",1
"organization:australia","person:misbah ul haq",1
